,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Session
21,0 days 01:15:26.580000,1,0 days 00:01:36.176000,22,3,,,0 days 00:00:35.542000,0 days 00:00:30.649000,0 days 00:00:29.985000,0 days 01:14:25.946000,0 days 01:14:56.595000,0 days 01:15:26.580000,274.0,297.0,280.0,303.0,False,SOFT,14.0,False,0 days 01:13:50.404000,Red Bull Racing,VER,1,True,2022-03-25 14:58:51.837000,Practice 1
25,0 days 00:44:35.458000,55,0 days 00:01:34.632000,2,1,,,0 days 00:00:34.793000,0 days 00:00:30.248000,0 days 00:00:29.591000,0 days 00:43:35.619000,0 days 00:44:05.867000,0 days 00:44:35.458000,272.0,307.0,289.0,313.0,False,HARD,2.0,True,0 days 00:43:00.826000,Ferrari,SAI,1,True,2022-03-25 14:28:02.259000,Practice 1
27,0 days 00:47:47.735000,55,0 days 00:01:34.953000,4,1,,,0 days 00:00:34.162000,0 days 00:00:30.814000,0 days 00:00:29.977000,0 days 00:46:46.944000,0 days 00:47:17.758000,0 days 00:47:47.735000,268.0,296.0,288.0,308.0,False,HARD,4.0,True,0 days 00:46:12.782000,Ferrari,SAI,1,True,2022-03-25 14:31:14.215000,Practice 1
28,0 days 00:49:20.537000,55,0 days 00:01:32.802000,5,1,,,0 days 00:00:33.909000,0 days 00:00:29.739000,0 days 00:00:29.154000,0 days 00:48:21.644000,0 days 00:48:51.383000,0 days 00:49:20.537000,272.0,307.0,289.0,313.0,False,HARD,5.0,True,0 days 00:47:47.735000,Ferrari,SAI,1,True,2022-03-25 14:32:49.168000,Practice 1
32,0 days 01:09:42.946000,55,0 days 00:01:32,9,2,,,0 days 00:00:33.279000,0 days 00:00:29.658000,0 days 00:00:29.063000,0 days 01:08:44.225000,0 days 01:09:13.883000,0 days 01:09:42.946000,277.0,315.0,295.0,323.0,False,SOFT,4.0,True,0 days 01:08:10.946000,Ferrari,SAI,1,True,2022-03-25 14:53:12.379000,Practice 1
34,0 days 01:13:35.424000,55,0 days 00:01:31.139000,11,2,,,0 days 00:00:33.284000,0 days 00:00:29.217000,0 days 00:00:28.638000,0 days 01:12:37.569000,0 days 01:13:06.786000,0 days 01:13:35.424000,277.0,317.0,294.0,321.0,True,SOFT,6.0,True,0 days 01:12:04.285000,Ferrari,SAI,1,True,2022-03-25 14:57:05.718000,Practice 1
41,0 days 00:31:10.516000,47,0 days 00:01:37.109000,4,2,,,0 days 00:00:36.586000,0 days 00:00:30.681000,0 days 00:00:29.842000,0 days 00:30:09.993000,0 days 00:30:40.674000,0 days 00:31:10.516000,269.0,314.0,291.0,321.0,False,HARD,5.0,False,0 days 00:29:33.407000,Haas F1 Team,MSC,1,True,2022-03-25 14:14:34.840000,Practice 1
44,0 days 00:54:03.125000,47,0 days 00:01:36.432000,7,3,,,0 days 00:00:35.585000,0 days 00:00:30.582000,0 days 00:00:30.265000,0 days 00:53:02.278000,0 days 00:53:32.860000,0 days 00:54:03.125000,269.0,313.0,292.0,320.0,False,MEDIUM,3.0,True,0 days 00:52:26.693000,Haas F1 Team,MSC,2,True,2022-03-25 14:37:28.126000,Practice 1
46,0 days 00:57:47.971000,47,0 days 00:01:35.412000,9,3,,,0 days 00:00:35.351000,0 days 00:00:30.433000,0 days 00:00:29.628000,0 days 00:56:47.910000,0 days 00:57:18.343000,0 days 00:57:47.971000,270.0,312.0,289.0,321.0,False,MEDIUM,5.0,True,0 days 00:56:12.559000,Haas F1 Team,MSC,1,True,2022-03-25 14:41:13.992000,Practice 1
48,0 days 01:01:32.555000,47,0 days 00:01:34.429000,11,3,,,0 days 00:00:34.811000,0 days 00:00:30.275000,0 days 00:00:29.343000,0 days 01:00:32.937000,0 days 01:01:03.212000,0 days 01:01:32.555000,270.0,314.0,289.0,320.0,True,MEDIUM,7.0,True,0 days 00:59:58.126000,Haas F1 Team,MSC,1,True,2022-03-25 14:44:59.559000,Practice 1
49,0 days 01:03:08.223000,47,0 days 00:01:35.668000,12,3,,,0 days 00:00:34.843000,0 days 00:00:30.860000,0 days 00:00:29.965000,0 days 01:02:07.398000,0 days 01:02:38.258000,0 days 01:03:08.223000,268.0,308.0,290.0,314.0,False,MEDIUM,8.0,True,0 days 01:01:32.555000,Haas F1 Team,MSC,1,True,2022-03-25 14:46:33.988000,Practice 1
50,0 days 01:04:42.922000,47,0 days 00:01:34.699000,13,3,,,0 days 00:00:34.548000,0 days 00:00:30.426000,0 days 00:00:29.725000,0 days 01:03:42.771000,0 days 01:04:13.197000,0 days 01:04:42.922000,272.0,312.0,290.0,317.0,False,MEDIUM,9.0,True,0 days 01:03:08.223000,Haas F1 Team,MSC,1,True,2022-03-25 14:48:09.656000,Practice 1
51,0 days 01:06:18.148000,47,0 days 00:01:35.226000,14,3,,,0 days 00:00:34.966000,0 days 00:00:30.511000,0 days 00:00:29.749000,0 days 01:05:17.888000,0 days 01:05:48.399000,0 days 01:06:18.148000,270.0,311.0,291.0,315.0,False,MEDIUM,10.0,True,0 days 01:04:42.922000,Haas F1 Team,MSC,1,True,2022-03-25 14:49:44.355000,Practice 1
55,0 days 01:12:46.476000,47,0 days 00:01:35.645000,18,3,,,0 days 00:00:35.324000,0 days 00:00:30.424000,0 days 00:00:29.897000,0 days 01:11:46.155000,0 days 01:12:16.579000,0 days 01:12:46.476000,275.0,310.0,294.0,316.0,False,MEDIUM,14.0,True,0 days 01:11:10.831000,Haas F1 Team,MSC,1,True,2022-03-25 14:56:12.264000,Practice 1
56,0 days 01:14:22.201000,47,0 days 00:01:35.725000,19,3,,,0 days 00:00:35.140000,0 days 00:00:30.728000,0 days 00:00:29.857000,0 days 01:13:21.616000,0 days 01:13:52.344000,0 days 01:14:22.201000,272.0,311.0,291.0,316.0,False,MEDIUM,15.0,True,0 days 01:12:46.476000,Haas F1 Team,MSC,1,True,2022-03-25 14:57:47.909000,Practice 1
57,0 days 01:15:57.889000,47,0 days 00:01:35.688000,20,3,,,0 days 00:00:35.074000,0 days 00:00:30.718000,0 days 00:00:29.896000,0 days 01:14:57.275000,0 days 01:15:27.993000,0 days 01:15:57.889000,270.0,311.0,292.0,318.0,False,MEDIUM,16.0,True,0 days 01:14:22.201000,Haas F1 Team,MSC,1,True,2022-03-25 14:59:23.634000,Practice 1
61,0 days 00:20:49.628000,44,0 days 00:01:35.711000,2,1,,,0 days 00:00:35.573000,0 days 00:00:30.198000,0 days 00:00:29.940000,0 days 00:19:49.490000,0 days 00:20:19.688000,0 days 00:20:49.628000,266.0,305.0,288.0,311.0,False,SOFT,2.0,True,0 days 00:19:13.917000,Mercedes,HAM,1,True,2022-03-25 14:04:15.350000,Practice 1
63,0 days 00:24:31.852000,44,0 days 00:01:32.992000,4,1,,,0 days 00:00:34.030000,0 days 00:00:29.599000,0 days 00:00:29.363000,0 days 00:23:32.890000,0 days 00:24:02.489000,0 days 00:24:31.852000,274.0,315.0,291.0,321.0,False,SOFT,4.0,True,0 days 00:22:58.860000,Mercedes,HAM,1,True,2022-03-25 14:08:00.293000,Practice 1
67,0 days 00:46:49.327000,44,0 days 00:01:32.364000,8,2,,,0 days 00:00:33.884000,0 days 00:00:29.484000,0 days 00:00:28.996000,0 days 00:45:50.847000,0 days 00:46:20.331000,0 days 00:46:49.327000,276.0,316.0,292.0,322.0,True,SOFT,4.0,True,0 days 00:45:16.963000,Mercedes,HAM,1,True,2022-03-25 14:30:18.396000,Practice 1
70,0 days 01:05:02.149000,44,0 days 00:01:36.070000,11,3,,,0 days 00:00:35.614000,0 days 00:00:30.443000,0 days 00:00:30.013000,0 days 01:04:01.693000,0 days 01:04:32.136000,0 days 01:05:02.149000,270.0,299.0,276.0,302.0,False,SOFT,7.0,,0 days 01:03:26.079000,Mercedes,HAM,1,True,2022-03-25 14:48:27.512000,Practice 1
71,0 days 01:06:37.863000,44,0 days 00:01:35.714000,12,3,,,0 days 00:00:35.030000,0 days 00:00:30.555000,0 days 00:00:30.129000,0 days 01:05:37.179000,0 days 01:06:07.734000,0 days 01:06:37.863000,267.0,294.0,278.0,300.0,False,SOFT,8.0,,0 days 01:05:02.149000,Mercedes,HAM,1,True,2022-03-25 14:50:03.582000,Practice 1
72,0 days 01:08:13.908000,44,0 days 00:01:36.045000,13,3,,,0 days 00:00:35.308000,0 days 00:00:30.492000,0 days 00:00:30.245000,0 days 01:07:13.171000,0 days 01:07:43.663000,0 days 01:08:13.908000,271.0,294.0,278.0,299.0,False,SOFT,9.0,,0 days 01:06:37.863000,Mercedes,HAM,1,True,2022-03-25 14:51:39.296000,Practice 1
73,0 days 01:09:50.048000,44,0 days 00:01:36.140000,14,3,,,0 days 00:00:35.260000,0 days 00:00:30.613000,0 days 00:00:30.267000,0 days 01:08:49.168000,0 days 01:09:19.781000,0 days 01:09:50.048000,270.0,298.0,279.0,305.0,False,SOFT,10.0,,0 days 01:08:13.908000,Mercedes,HAM,1,True,2022-03-25 14:53:15.341000,Practice 1
74,0 days 01:11:27.074000,44,0 days 00:01:37.026000,15,3,,,0 days 00:00:35.609000,0 days 00:00:30.742000,0 days 00:00:30.675000,0 days 01:10:25.657000,0 days 01:10:56.399000,0 days 01:11:27.074000,273.0,297.0,280.0,301.0,False,SOFT,11.0,,0 days 01:09:50.048000,Mercedes,HAM,1,True,2022-03-25 14:54:51.481000,Practice 1
82,0 days 00:20:34.433000,31,0 days 00:01:35.272000,3,1,,,0 days 00:00:35.413000,0 days 00:00:30.392000,0 days 00:00:29.467000,0 days 00:19:34.574000,0 days 00:20:04.966000,0 days 00:20:34.433000,270.0,310.0,296.0,318.0,False,HARD,3.0,True,0 days 00:18:59.161000,Alpine,OCO,1,True,2022-03-25 14:04:00.594000,Practice 1
84,0 days 00:24:00.550000,31,0 days 00:01:34.304000,5,1,,,0 days 00:00:34.931000,0 days 00:00:30.047000,0 days 00:00:29.326000,0 days 00:23:01.177000,0 days 00:23:31.224000,0 days 00:24:00.550000,276.0,310.0,294.0,318.0,False,HARD,5.0,True,0 days 00:22:26.246000,Alpine,OCO,1,True,2022-03-25 14:07:27.679000,Practice 1
86,0 days 00:27:44.493000,31,0 days 00:01:33.821000,7,1,,,0 days 00:00:34.458000,0 days 00:00:30.054000,0 days 00:00:29.309000,0 days 00:26:45.130000,0 days 00:27:15.184000,0 days 00:27:44.493000,274.0,310.0,295.0,316.0,False,HARD,7.0,True,0 days 00:26:10.672000,Alpine,OCO,1,True,2022-03-25 14:11:12.105000,Practice 1
88,0 days 00:31:26.774000,31,0 days 00:01:33.684000,9,1,,,0 days 00:00:34.361000,0 days 00:00:30.013000,0 days 00:00:29.310000,0 days 00:30:27.451000,0 days 00:30:57.464000,0 days 00:31:26.774000,275.0,310.0,297.0,316.0,False,HARD,9.0,True,0 days 00:29:53.090000,Alpine,OCO,1,True,2022-03-25 14:14:54.523000,Practice 1
91,0 days 00:47:35.675000,31,0 days 00:01:32.997000,12,2,,,0 days 00:00:34.104000,0 days 00:00:29.758000,0 days 00:00:29.135000,0 days 00:46:36.782000,0 days 00:47:06.540000,0 days 00:47:35.675000,278.0,315.0,293.0,320.0,False,SOFT,3.0,True,0 days 00:46:02.678000,Alpine,OCO,1,True,2022-03-25 14:31:04.111000,Practice 1
93,0 days 00:51:07.644000,31,0 days 00:01:32.590000,14,2,,,0 days 00:00:33.879000,0 days 00:00:29.669000,0 days 00:00:29.042000,0 days 00:50:08.933000,0 days 00:50:38.602000,0 days 00:51:07.644000,276.0,313.0,294.0,320.0,False,SOFT,5.0,True,0 days 00:49:35.054000,Alpine,OCO,1,True,2022-03-25 14:34:36.487000,Practice 1
95,0 days 00:54:49.036000,31,0 days 00:01:32.026000,16,2,,,0 days 00:00:33.642000,0 days 00:00:29.568000,0 days 00:00:28.816000,0 days 00:53:50.652000,0 days 00:54:20.220000,0 days 00:54:49.036000,276.0,316.0,297.0,320.0,True,SOFT,7.0,True,0 days 00:53:17.010000,Alpine,OCO,1,True,2022-03-25 14:38:18.443000,Practice 1
98,0 days 01:07:32.358000,31,0 days 00:01:36.749000,19,3,,,0 days 00:00:35.710000,0 days 00:00:30.791000,0 days 00:00:30.248000,0 days 01:06:31.319000,0 days 01:07:02.110000,0 days 01:07:32.358000,267.0,291.0,280.0,294.0,False,SOFT,10.0,False,0 days 01:05:55.609000,Alpine,OCO,1,True,2022-03-25 14:50:57.042000,Practice 1
108,0 days 00:20:20.208000,27,0 days 00:01:36.785000,3,1,,,0 days 00:00:36.042000,0 days 00:00:30.453000,0 days 00:00:30.290000,0 days 00:19:19.465000,0 days 00:19:49.918000,0 days 00:20:20.208000,273.0,303.0,285.0,306.0,False,MEDIUM,3.0,True,0 days 00:18:43.423000,Aston Martin,HUL,1,True,2022-03-25 14:03:44.856000,Practice 1
110,0 days 00:24:11.195000,27,0 days 00:01:34.754000,5,1,,,0 days 00:00:35.384000,0 days 00:00:29.885000,0 days 00:00:29.485000,0 days 00:23:11.825000,0 days 00:23:41.710000,0 days 00:24:11.195000,276.0,319.0,296.0,325.0,False,MEDIUM,5.0,True,0 days 00:22:36.441000,Aston Martin,HUL,1,True,2022-03-25 14:07:37.874000,Practice 1
112,0 days 00:28:06.170000,27,0 days 00:01:34.954000,7,1,,,0 days 00:00:35.607000,0 days 00:00:30.010000,0 days 00:00:29.337000,0 days 00:27:06.823000,0 days 00:27:36.833000,0 days 00:28:06.170000,276.0,316.0,294.0,322.0,False,MEDIUM,7.0,True,0 days 00:26:31.216000,Aston Martin,HUL,1,True,2022-03-25 14:11:32.649000,Practice 1
115,0 days 00:51:42.519000,27,0 days 00:01:34.219000,10,2,,,0 days 00:00:34.982000,0 days 00:00:29.914000,0 days 00:00:29.323000,0 days 00:50:43.282000,0 days 00:51:13.196000,0 days 00:51:42.519000,280.0,316.0,294.0,323.0,False,MEDIUM,11.0,False,0 days 00:50:08.300000,Aston Martin,HUL,1,True,2022-03-25 14:35:09.733000,Practice 1
117,0 days 00:55:33.534000,27,0 days 00:01:35.061000,12,2,,,0 days 00:00:35.320000,0 days 00:00:29.968000,0 days 00:00:29.773000,0 days 00:54:33.793000,0 days 00:55:03.761000,0 days 00:55:33.534000,277.0,303.0,284.0,307.0,False,MEDIUM,13.0,False,0 days 00:53:58.473000,Aston Martin,HUL,1,True,2022-03-25 14:38:59.906000,Practice 1
120,0 days 01:04:35.074000,27,0 days 00:01:33.346000,15,3,,,0 days 00:00:34.407000,0 days 00:00:29.530000,0 days 00:00:29.409000,0 days 01:03:36.135000,0 days 01:04:05.665000,0 days 01:04:35.074000,277.0,319.0,294.0,323.0,False,SOFT,3.0,True,0 days 01:03:01.728000,Aston Martin,HUL,1,True,2022-03-25 14:48:03.161000,Practice 1
125,0 days 01:14:50.668000,27,0 days 00:01:33.034000,20,4,,,0 days 00:00:34.253000,0 days 00:00:29.539000,0 days 00:00:29.242000,0 days 01:13:51.887000,0 days 01:14:21.426000,0 days 01:14:50.668000,278.0,314.0,296.0,325.0,True,SOFT,8.0,,0 days 01:13:17.634000,Aston Martin,HUL,1,True,2022-03-25 14:58:19.067000,Practice 1
133,0 days 00:29:07.903000,24,0 days 00:01:36.190000,5,2,,,0 days 00:00:35.813000,0 days 00:00:30.239000,0 days 00:00:30.138000,0 days 00:28:07.526000,0 days 00:28:37.765000,0 days 00:29:07.903000,268.0,307.0,287.0,309.0,False,HARD,6.0,False,0 days 00:27:31.713000,Alfa Romeo,ZHO,1,True,2022-03-25 14:12:33.146000,Practice 1
137,0 days 00:44:30.845000,24,0 days 00:01:36.228000,9,3,,,0 days 00:00:36.059000,0 days 00:00:30.289000,0 days 00:00:29.880000,0 days 00:43:30.676000,0 days 00:44:00.965000,0 days 00:44:30.845000,269.0,309.0,287.0,314.0,False,HARD,10.0,False,0 days 00:42:54.617000,Alfa Romeo,ZHO,1,True,2022-03-25 14:27:56.050000,Practice 1
138,0 days 00:46:06.907000,24,0 days 00:01:36.062000,10,3,,,0 days 00:00:35.906000,0 days 00:00:30.313000,0 days 00:00:29.843000,0 days 00:45:06.751000,0 days 00:45:37.064000,0 days 00:46:06.907000,266.0,306.0,286.0,310.0,False,HARD,11.0,False,0 days 00:44:30.845000,Alfa Romeo,ZHO,1,True,2022-03-25 14:29:32.278000,Practice 1
139,0 days 00:47:42.117000,24,0 days 00:01:35.210000,11,3,,,0 days 00:00:35.259000,0 days 00:00:30.151000,0 days 00:00:29.800000,0 days 00:46:42.166000,0 days 00:47:12.317000,0 days 00:47:42.117000,271.0,305.0,288.0,310.0,False,HARD,12.0,False,0 days 00:46:06.907000,Alfa Romeo,ZHO,1,True,2022-03-25 14:31:08.340000,Practice 1
141,0 days 00:51:25.884000,24,0 days 00:01:34.692000,13,3,,,0 days 00:00:35.158000,0 days 00:00:30.072000,0 days 00:00:29.462000,0 days 00:50:26.350000,0 days 00:50:56.422000,0 days 00:51:25.884000,272.0,306.0,289.0,314.0,False,HARD,14.0,False,0 days 00:49:51.192000,Alfa Romeo,ZHO,1,True,2022-03-25 14:34:52.625000,Practice 1
142,0 days 00:53:00.721000,24,0 days 00:01:34.837000,14,3,,,0 days 00:00:35.043000,0 days 00:00:30.206000,0 days 00:00:29.588000,0 days 00:52:00.927000,0 days 00:52:31.133000,0 days 00:53:00.721000,268.0,301.0,291.0,305.0,False,HARD,15.0,False,0 days 00:51:25.884000,Alfa Romeo,ZHO,2,True,2022-03-25 14:36:27.317000,Practice 1
146,0 days 01:05:19.184000,24,0 days 00:01:33.757000,18,5,,,0 days 00:00:34.667000,0 days 00:00:29.792000,0 days 00:00:29.298000,0 days 01:04:20.094000,0 days 01:04:49.886000,0 days 01:05:19.184000,271.0,314.0,284.0,317.0,False,SOFT,3.0,True,0 days 01:03:45.427000,Alfa Romeo,ZHO,1,True,2022-03-25 14:48:46.860000,Practice 1
148,0 days 01:09:02.608000,24,0 days 00:01:35.059000,20,5,,,0 days 00:00:35.517000,0 days 00:00:30.084000,0 days 00:00:29.458000,0 days 01:08:03.066000,0 days 01:08:33.150000,0 days 01:09:02.608000,270.0,313.0,285.0,318.0,False,SOFT,5.0,True,0 days 01:07:27.549000,Alfa Romeo,ZHO,1,True,2022-03-25 14:52:28.982000,Practice 1
150,0 days 01:12:42.263000,24,0 days 00:01:32.608000,22,5,,,0 days 00:00:34.354000,0 days 00:00:29.368000,0 days 00:00:28.886000,0 days 01:11:44.009000,0 days 01:12:13.377000,0 days 01:12:42.263000,278.0,318.0,297.0,324.0,True,SOFT,7.0,True,0 days 01:11:09.655000,Alfa Romeo,ZHO,1,True,2022-03-25 14:56:11.088000,Practice 1
152,0 days 01:16:16.168000,24,0 days 00:01:34.318000,24,5,,,0 days 00:00:34.915000,0 days 00:00:29.864000,0 days 00:00:29.539000,0 days 01:15:16.765000,0 days 01:15:46.629000,0 days 01:16:16.168000,271.0,315.0,287.0,321.0,False,SOFT,9.0,True,0 days 01:14:41.850000,Alfa Romeo,ZHO,1,True,2022-03-25 14:59:43.283000,Practice 1
158,0 days 00:23:09.684000,23,0 days 00:01:36.529000,4,1,,,0 days 00:00:35.460000,0 days 00:00:31.181000,0 days 00:00:29.888000,0 days 00:22:08.615000,0 days 00:22:39.796000,0 days 00:23:09.684000,272.0,314.0,291.0,321.0,False,MEDIUM,4.0,True,0 days 00:21:33.155000,Williams,ALB,1,True,2022-03-25 14:06:34.588000,Practice 1
160,0 days 00:26:54.669000,23,0 days 00:01:35.088000,6,1,,,0 days 00:00:34.931000,0 days 00:00:30.318000,0 days 00:00:29.839000,0 days 00:25:54.512000,0 days 00:26:24.830000,0 days 00:26:54.669000,275.0,316.0,292.0,321.0,False,MEDIUM,6.0,True,0 days 00:25:19.581000,Williams,ALB,1,True,2022-03-25 14:10:21.014000,Practice 1
162,0 days 00:30:44.208000,23,0 days 00:01:34.104000,8,1,,,0 days 00:00:34.664000,0 days 00:00:30.198000,0 days 00:00:29.242000,0 days 00:29:44.768000,0 days 00:30:14.966000,0 days 00:30:44.208000,275.0,314.0,291.0,321.0,False,MEDIUM,8.0,True,0 days 00:29:10.104000,Williams,ALB,1,True,2022-03-25 14:14:11.537000,Practice 1
165,0 days 00:45:49.726000,23,0 days 00:01:33.087000,11,2,,,0 days 00:00:34.233000,0 days 00:00:29.775000,0 days 00:00:29.079000,0 days 00:44:50.872000,0 days 00:45:20.647000,0 days 00:45:49.726000,274.0,317.0,292.0,321.0,True,SOFT,3.0,True,0 days 00:44:16.639000,Williams,ALB,1,True,2022-03-25 14:29:18.072000,Practice 1
167,0 days 00:49:46.120000,23,0 days 00:01:34.008000,13,2,,,0 days 00:00:34.415000,0 days 00:00:30.230000,0 days 00:00:29.363000,0 days 00:48:46.527000,0 days 00:49:16.757000,0 days 00:49:46.120000,275.0,315.0,293.0,322.0,False,SOFT,5.0,True,0 days 00:48:12.112000,Williams,ALB,1,True,2022-03-25 14:33:13.545000,Practice 1
170,0 days 00:55:45.980000,23,0 days 00:01:33.514000,16,2,,,0 days 00:00:34.388000,0 days 00:00:29.885000,0 days 00:00:29.241000,0 days 00:54:46.854000,0 days 00:55:16.739000,0 days 00:55:45.980000,274.0,316.0,291.0,321.0,False,SOFT,8.0,True,0 days 00:54:12.466000,Williams,ALB,1,True,2022-03-25 14:39:13.899000,Practice 1
181,0 days 00:19:16.944000,22,0 days 00:01:36.531000,2,1,,,0 days 00:00:36.058000,0 days 00:00:30.420000,0 days 00:00:30.053000,0 days 00:18:16.471000,0 days 00:18:46.891000,0 days 00:19:16.944000,274.0,321.0,293.0,327.0,False,HARD,2.0,True,0 days 00:17:40.413000,AlphaTauri,TSU,1,True,2022-03-25 14:02:41.846000,Practice 1
183,0 days 00:23:02.623000,22,0 days 00:01:33.359000,4,1,,,0 days 00:00:34.754000,0 days 00:00:29.555000,0 days 00:00:29.050000,0 days 00:22:04.018000,0 days 00:22:33.573000,0 days 00:23:02.623000,275.0,322.0,295.0,328.0,False,HARD,4.0,True,0 days 00:21:29.264000,AlphaTauri,TSU,1,True,2022-03-25 14:06:30.697000,Practice 1
185,0 days 00:26:45.147000,22,0 days 00:01:32.388000,6,1,,,0 days 00:00:34.055000,0 days 00:00:29.333000,0 days 00:00:29,0 days 00:25:46.814000,0 days 00:26:16.147000,0 days 00:26:45.147000,277.0,322.0,291.0,327.0,False,HARD,6.0,True,0 days 00:25:12.759000,AlphaTauri,TSU,1,True,2022-03-25 14:10:14.192000,Practice 1
187,0 days 00:30:32.429000,22,0 days 00:01:31.710000,8,1,,,0 days 00:00:33.838000,0 days 00:00:29.160000,0 days 00:00:28.712000,0 days 00:29:34.557000,0 days 00:30:03.717000,0 days 00:30:32.429000,279.0,322.0,294.0,328.0,False,HARD,8.0,True,0 days 00:29:00.719000,AlphaTauri,TSU,1,True,2022-03-25 14:14:02.152000,Practice 1
194,0 days 00:53:38.338000,22,0 days 00:01:31.505000,15,2,,,0 days 00:00:33.269000,0 days 00:00:29.460000,0 days 00:00:28.776000,0 days 00:52:40.102000,0 days 00:53:09.562000,0 days 00:53:38.338000,281.0,321.0,297.0,326.0,True,SOFT,7.0,True,0 days 00:52:06.833000,AlphaTauri,TSU,2,True,2022-03-25 14:37:08.266000,Practice 1
