,Time,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate,Session
27,0 days 00:21:22.002000,55,0 days 00:01:51.898000,3,1,,,0 days 00:00:39.851000,0 days 00:00:44.726000,0 days 00:00:27.321000,0 days 00:20:09.955000,0 days 00:20:54.681000,0 days 00:21:22.002000,187.0,185.0,283.0,298.0,False,HARD,3.0,True,0 days 00:19:30.104000,Ferrari,SAI,1,True,2022-06-10 11:04:31.842000,Practice 1
30,0 days 00:27:40.612000,55,0 days 00:01:48.921000,6,1,,,0 days 00:00:38.607000,0 days 00:00:43.704000,0 days 00:00:26.610000,0 days 00:26:30.298000,0 days 00:27:14.002000,0 days 00:27:40.612000,,188.0,316.0,299.0,False,HARD,6.0,True,0 days 00:25:51.691000,Ferrari,SAI,1,True,2022-06-10 11:10:53.429000,Practice 1
34,0 days 00:37:06.324000,55,0 days 00:01:48.116000,10,1,,,0 days 00:00:38.161000,0 days 00:00:43.429000,0 days 00:00:26.526000,0 days 00:35:56.369000,0 days 00:36:39.798000,0 days 00:37:06.324000,211.0,192.0,310.0,303.0,False,HARD,10.0,True,0 days 00:35:18.208000,Ferrari,SAI,1,True,2022-06-10 11:20:19.946000,Practice 1
37,0 days 00:54:21.003000,55,0 days 00:01:46.012000,13,2,,,0 days 00:00:37.263000,0 days 00:00:42.487000,0 days 00:00:26.262000,0 days 00:53:12.254000,0 days 00:53:54.741000,0 days 00:54:21.003000,220.0,202.0,320.0,301.0,True,SOFT,3.0,True,0 days 00:52:34.991000,Ferrari,SAI,1,True,2022-06-10 11:37:36.729000,Practice 1
41,0 days 01:03:47.861000,55,0 days 00:01:46.037000,17,3,,,0 days 00:00:37.218000,0 days 00:00:42.368000,0 days 00:00:26.451000,0 days 01:02:39.042000,0 days 01:03:21.410000,0 days 01:03:47.861000,222.0,206.0,309.0,302.0,False,SOFT,7.0,,0 days 01:02:01.824000,Ferrari,SAI,1,True,2022-06-10 11:47:03.562000,Practice 1
44,0 days 01:16:41.495000,55,0 days 00:01:50.337000,20,4,,,0 days 00:00:39.079000,0 days 00:00:43.994000,0 days 00:00:27.264000,0 days 01:15:30.237000,0 days 01:16:14.231000,0 days 01:16:41.495000,203.0,196.0,285.0,295.0,False,HARD,14.0,False,0 days 01:14:51.158000,Ferrari,SAI,2,True,2022-06-10 11:59:52.896000,Practice 1
51,0 days 00:20:05.631000,44,0 days 00:01:52.288000,2,1,,,0 days 00:00:40.063000,0 days 00:00:45.509000,0 days 00:00:26.716000,0 days 00:18:53.406000,0 days 00:19:38.915000,0 days 00:20:05.631000,195.0,206.0,319.0,298.0,False,MEDIUM,2.0,True,0 days 00:18:13.343000,Mercedes,HAM,1,True,2022-06-10 11:03:15.081000,Practice 1
52,0 days 00:21:57.869000,44,0 days 00:01:52.238000,3,1,,,0 days 00:00:40.484000,0 days 00:00:44.491000,0 days 00:00:27.263000,0 days 00:20:46.115000,0 days 00:21:30.606000,0 days 00:21:57.869000,204.0,209.0,301.0,298.0,False,MEDIUM,3.0,True,0 days 00:20:05.631000,Mercedes,HAM,1,True,2022-06-10 11:05:07.369000,Practice 1
55,0 days 00:28:37.656000,44,0 days 00:01:49.309000,6,1,,,0 days 00:00:38.293000,0 days 00:00:44.464000,0 days 00:00:26.552000,0 days 00:27:26.640000,0 days 00:28:11.104000,0 days 00:28:37.656000,197.0,190.0,325.0,301.0,False,MEDIUM,6.0,True,0 days 00:26:48.347000,Mercedes,HAM,1,True,2022-06-10 11:11:50.085000,Practice 1
59,0 days 00:38:19.139000,44,0 days 00:01:48.997000,10,2,,,0 days 00:00:38.242000,0 days 00:00:43.939000,0 days 00:00:26.816000,0 days 00:37:08.384000,0 days 00:37:52.323000,0 days 00:38:19.139000,213.0,203.0,317.0,298.0,False,MEDIUM,11.0,False,0 days 00:36:30.142000,Mercedes,HAM,1,True,2022-06-10 11:21:31.880000,Practice 1
62,0 days 00:58:27.340000,44,0 days 00:01:46.966000,13,3,,,0 days 00:00:37.335000,0 days 00:00:42.906000,0 days 00:00:26.725000,0 days 00:57:17.709000,0 days 00:58:00.615000,0 days 00:58:27.340000,216.0,206.0,313.0,298.0,False,SOFT,3.0,True,0 days 00:56:40.374000,Mercedes,HAM,1,True,2022-06-10 11:41:42.112000,Practice 1
64,0 days 01:02:25.575000,44,0 days 00:01:46.667000,15,3,,,0 days 00:00:37.369000,0 days 00:00:42.608000,0 days 00:00:26.690000,0 days 01:01:16.277000,0 days 01:01:58.885000,0 days 01:02:25.575000,220.0,222.0,316.0,302.0,True,SOFT,5.0,True,0 days 01:00:38.908000,Mercedes,HAM,1,True,2022-06-10 11:45:40.646000,Practice 1
66,0 days 01:06:32.861000,44,0 days 00:01:46.742000,17,3,,,0 days 00:00:37.248000,0 days 00:00:42.649000,0 days 00:00:26.845000,0 days 01:05:23.367000,0 days 01:06:06.016000,0 days 01:06:32.861000,215.0,212.0,303.0,299.0,False,SOFT,7.0,True,0 days 01:04:46.119000,Mercedes,HAM,1,True,2022-06-10 11:49:47.857000,Practice 1
76,0 days 00:28:10.399000,31,0 days 00:01:49.926000,6,1,,,0 days 00:00:39.002000,0 days 00:00:44.566000,0 days 00:00:26.358000,0 days 00:26:59.475000,0 days 00:27:44.041000,0 days 00:28:10.399000,186.0,206.0,327.0,309.0,False,MEDIUM,6.0,True,0 days 00:26:20.473000,Alpine,OCO,1,True,2022-06-10 11:11:22.211000,Practice 1
80,0 days 00:37:25.681000,31,0 days 00:01:48.616000,10,1,,,0 days 00:00:38.310000,0 days 00:00:44.105000,0 days 00:00:26.201000,0 days 00:36:15.375000,0 days 00:36:59.480000,0 days 00:37:25.681000,197.0,203.0,328.0,309.0,False,MEDIUM,10.0,True,0 days 00:35:37.065000,Alpine,OCO,1,True,2022-06-10 11:20:38.803000,Practice 1
83,0 days 00:57:18.870000,31,0 days 00:01:48.836000,13,2,,,0 days 00:00:38.557000,0 days 00:00:44.072000,0 days 00:00:26.207000,0 days 00:56:08.591000,0 days 00:56:52.663000,0 days 00:57:18.870000,204.0,214.0,327.0,309.0,False,MEDIUM,14.0,False,0 days 00:55:30.034000,Alpine,OCO,1,True,2022-06-10 11:40:31.772000,Practice 1
86,0 days 01:10:37.222000,31,0 days 00:01:46.917000,16,3,,,0 days 00:00:37.576000,0 days 00:00:43.286000,0 days 00:00:26.055000,0 days 01:09:27.881000,0 days 01:10:11.167000,0 days 01:10:37.222000,211.0,209.0,328.0,309.0,True,SOFT,,True,0 days 01:08:50.305000,Alpine,OCO,1,True,2022-06-10 11:53:52.043000,Practice 1
94,0 days 00:21:31.202000,24,0 days 00:01:52.779000,3,1,,,0 days 00:00:40.152000,0 days 00:00:45.471000,0 days 00:00:27.156000,0 days 00:20:18.575000,0 days 00:21:04.046000,0 days 00:21:31.202000,194.0,205.0,304.0,297.0,False,MEDIUM,3.0,True,0 days 00:19:38.423000,Alfa Romeo,ZHO,1,True,2022-06-10 11:04:40.161000,Practice 1
97,0 days 00:28:37.044000,24,0 days 00:01:52.006000,6,2,,,0 days 00:00:39.891000,0 days 00:00:45.070000,0 days 00:00:27.045000,0 days 00:27:24.929000,0 days 00:28:09.999000,0 days 00:28:37.044000,191.0,197.0,307.0,296.0,False,MEDIUM,7.0,False,0 days 00:26:45.038000,Alfa Romeo,ZHO,1,True,2022-06-10 11:11:46.776000,Practice 1
101,0 days 00:37:54.822000,24,0 days 00:01:51.290000,10,3,,,0 days 00:00:38.786000,0 days 00:00:44.257000,0 days 00:00:28.247000,0 days 00:36:42.318000,0 days 00:37:26.575000,0 days 00:37:54.822000,205.0,224.0,305.0,298.0,False,MEDIUM,11.0,False,0 days 00:36:03.532000,Alfa Romeo,ZHO,1,True,2022-06-10 11:21:05.270000,Practice 1
104,0 days 00:52:06.959000,24,0 days 00:01:49.069000,13,4,,,0 days 00:00:38.195000,0 days 00:00:43.752000,0 days 00:00:27.122000,0 days 00:50:56.085000,0 days 00:51:39.837000,0 days 00:52:06.959000,209.0,207.0,301.0,290.0,False,SOFT,3.0,True,0 days 00:50:17.890000,Alfa Romeo,ZHO,1,True,2022-06-10 11:35:19.628000,Practice 1
106,0 days 00:56:05.494000,24,0 days 00:01:48.222000,15,4,,,0 days 00:00:37.816000,0 days 00:00:43.286000,0 days 00:00:27.120000,0 days 00:54:55.088000,0 days 00:55:38.374000,0 days 00:56:05.494000,216.0,206.0,302.0,292.0,True,SOFT,5.0,True,0 days 00:54:17.272000,Alfa Romeo,ZHO,1,True,2022-06-10 11:39:19.010000,Practice 1
108,0 days 01:00:09.426000,24,0 days 00:01:49.153000,17,4,,,0 days 00:00:37.800000,0 days 00:00:43.729000,0 days 00:00:27.624000,0 days 00:58:58.073000,0 days 00:59:41.802000,0 days 01:00:09.426000,219.0,197.0,300.0,289.0,False,SOFT,7.0,True,0 days 00:58:20.273000,Alfa Romeo,ZHO,1,True,2022-06-10 11:43:22.011000,Practice 1
113,0 days 01:15:31.799000,24,0 days 00:01:51.044000,22,5,,,0 days 00:00:39.443000,0 days 00:00:44.889000,0 days 00:00:26.712000,0 days 01:14:20.198000,0 days 01:15:05.087000,0 days 01:15:31.799000,195.0,192.0,303.0,306.0,False,MEDIUM,16.0,,0 days 01:13:40.755000,Alfa Romeo,ZHO,1,True,2022-06-10 11:58:42.493000,Practice 1
117,0 days 00:20:53.077000,23,0 days 00:01:52.740000,2,1,,,0 days 00:00:40.201000,0 days 00:00:45.842000,0 days 00:00:26.697000,0 days 00:19:40.538000,0 days 00:20:26.380000,0 days 00:20:53.077000,170.0,186.0,317.0,302.0,False,MEDIUM,2.0,True,0 days 00:19:00.337000,Williams,ALB,1,True,2022-06-10 11:04:02.075000,Practice 1
120,0 days 00:27:13.737000,23,0 days 00:01:50.101000,5,1,,,0 days 00:00:38.815000,0 days 00:00:44.744000,0 days 00:00:26.542000,0 days 00:26:02.451000,0 days 00:26:47.195000,0 days 00:27:13.737000,193.0,190.0,317.0,302.0,False,MEDIUM,5.0,True,0 days 00:25:23.636000,Williams,ALB,1,True,2022-06-10 11:10:25.374000,Practice 1
124,0 days 00:44:55.800000,23,0 days 00:01:48.419000,9,2,,,0 days 00:00:37.832000,0 days 00:00:44.028000,0 days 00:00:26.559000,0 days 00:43:45.213000,0 days 00:44:29.241000,0 days 00:44:55.800000,198.0,194.0,311.0,306.0,True,SOFT,,True,0 days 00:43:07.381000,Williams,ALB,1,True,2022-06-10 11:28:09.119000,Practice 1
126,0 days 00:49:10.512000,23,0 days 00:01:48.871000,11,2,,,0 days 00:00:38.077000,0 days 00:00:44.035000,0 days 00:00:26.759000,0 days 00:47:59.718000,0 days 00:48:43.753000,0 days 00:49:10.512000,204.0,197.0,313.0,302.0,False,SOFT,,True,0 days 00:47:21.641000,Williams,ALB,2,True,2022-06-10 11:32:23.379000,Practice 1
132,0 days 01:10:06.848000,23,0 days 00:01:52.459000,17,4,,,0 days 00:00:39.697000,0 days 00:00:45.773000,0 days 00:00:26.989000,0 days 01:08:54.086000,0 days 01:09:39.859000,0 days 01:10:06.848000,187.0,191.0,296.0,302.0,False,MEDIUM,11.0,False,0 days 01:08:14.389000,Williams,ALB,1,True,2022-06-10 11:53:16.127000,Practice 1
133,0 days 01:11:58.528000,23,0 days 00:01:51.680000,18,4,,,0 days 00:00:39.763000,0 days 00:00:45.183000,0 days 00:00:26.734000,0 days 01:10:46.611000,0 days 01:11:31.794000,0 days 01:11:58.528000,196.0,196.0,308.0,304.0,False,MEDIUM,12.0,False,0 days 01:10:06.848000,Williams,ALB,1,True,2022-06-10 11:55:08.586000,Practice 1
134,0 days 01:13:50.815000,23,0 days 00:01:52.287000,19,4,,,0 days 00:00:39.551000,0 days 00:00:45.612000,0 days 00:00:27.124000,0 days 01:12:38.079000,0 days 01:13:23.691000,0 days 01:13:50.815000,183.0,191.0,302.0,301.0,False,MEDIUM,13.0,False,0 days 01:11:58.528000,Williams,ALB,2,True,2022-06-10 11:57:00.266000,Practice 1
135,0 days 01:15:42.708000,23,0 days 00:01:51.893000,20,4,,,0 days 00:00:39.435000,0 days 00:00:45.597000,0 days 00:00:26.861000,0 days 01:14:30.250000,0 days 01:15:15.847000,0 days 01:15:42.708000,187.0,189.0,302.0,302.0,False,MEDIUM,14.0,False,0 days 01:13:50.815000,Williams,ALB,1,True,2022-06-10 11:58:52.553000,Practice 1
143,0 days 00:28:47.761000,22,0 days 00:01:49.331000,6,1,,,0 days 00:00:38.327000,0 days 00:00:44.391000,0 days 00:00:26.613000,0 days 00:27:36.757000,0 days 00:28:21.148000,0 days 00:28:47.761000,209.0,209.0,327.0,306.0,False,MEDIUM,6.0,True,0 days 00:26:58.430000,AlphaTauri,TSU,1,True,2022-06-10 11:12:00.168000,Practice 1
147,0 days 00:38:00.670000,22,0 days 00:01:47.908000,10,1,,,0 days 00:00:37.732000,0 days 00:00:43.796000,0 days 00:00:26.380000,0 days 00:36:50.494000,0 days 00:37:34.290000,0 days 00:38:00.670000,216.0,204.0,326.0,307.0,False,MEDIUM,10.0,True,0 days 00:36:12.762000,AlphaTauri,TSU,1,True,2022-06-10 11:21:14.500000,Practice 1
150,0 days 00:51:28.241000,22,0 days 00:01:47.506000,13,2,,,0 days 00:00:37.535000,0 days 00:00:43.496000,0 days 00:00:26.475000,0 days 00:50:18.270000,0 days 00:51:01.766000,0 days 00:51:28.241000,221.0,196.0,325.0,304.0,False,SOFT,3.0,True,0 days 00:49:40.735000,AlphaTauri,TSU,1,True,2022-06-10 11:34:42.473000,Practice 1
152,0 days 00:55:38.542000,22,0 days 00:01:47.644000,15,2,,,0 days 00:00:37.800000,0 days 00:00:43.475000,0 days 00:00:26.369000,0 days 00:54:28.698000,0 days 00:55:12.173000,0 days 00:55:38.542000,219.0,215.0,328.0,307.0,False,SOFT,5.0,True,0 days 00:53:50.898000,AlphaTauri,TSU,1,True,2022-06-10 11:38:52.636000,Practice 1
155,0 days 01:02:19.455000,22,0 days 00:01:47.181000,18,2,,,0 days 00:00:37.645000,0 days 00:00:43.245000,0 days 00:00:26.291000,0 days 01:01:09.919000,0 days 01:01:53.164000,0 days 01:02:19.455000,217.0,210.0,327.0,308.0,False,SOFT,8.0,True,0 days 01:00:32.274000,AlphaTauri,TSU,1,True,2022-06-10 11:45:34.012000,Practice 1
157,0 days 01:06:26.779000,22,0 days 00:01:46.696000,20,2,,,0 days 00:00:37.428000,0 days 00:00:42.971000,0 days 00:00:26.297000,0 days 01:05:17.511000,0 days 01:06:00.482000,0 days 01:06:26.779000,225.0,214.0,327.0,306.0,True,SOFT,10.0,True,0 days 01:04:40.083000,AlphaTauri,TSU,1,True,2022-06-10 11:49:41.821000,Practice 1
160,0 days 01:15:42.920000,22,0 days 00:01:49.826000,23,3,,,0 days 00:00:39.094000,0 days 00:00:44.431000,0 days 00:00:26.301000,0 days 01:14:32.188000,0 days 01:15:16.619000,0 days 01:15:42.920000,213.0,202.0,322.0,310.0,False,SOFT,13.0,False,0 days 01:13:53.094000,AlphaTauri,TSU,1,True,2022-06-10 11:58:54.832000,Practice 1
164,0 days 00:21:10.100000,20,0 days 00:01:52.350000,2,1,,,0 days 00:00:40.382000,0 days 00:00:45.239000,0 days 00:00:26.729000,0 days 00:19:58.132000,0 days 00:20:43.371000,0 days 00:21:10.100000,179.0,204.0,309.0,301.0,False,MEDIUM,2.0,True,0 days 00:19:17.750000,Haas F1 Team,MAG,1,True,2022-06-10 11:04:19.488000,Practice 1
167,0 days 00:27:31.094000,20,0 days 00:01:49.790000,5,1,,,0 days 00:00:38.838000,0 days 00:00:44.401000,0 days 00:00:26.551000,0 days 00:26:20.142000,0 days 00:27:04.543000,0 days 00:27:31.094000,197.0,205.0,308.0,302.0,False,MEDIUM,5.0,True,0 days 00:25:41.304000,Haas F1 Team,MAG,1,True,2022-06-10 11:10:43.042000,Practice 1
168,0 days 00:29:20.454000,20,0 days 00:01:49.360000,6,1,,,0 days 00:00:38.687000,0 days 00:00:44.099000,0 days 00:00:26.574000,0 days 00:28:09.781000,0 days 00:28:53.880000,0 days 00:29:20.454000,205.0,205.0,306.0,302.0,False,MEDIUM,6.0,True,0 days 00:27:31.094000,Haas F1 Team,MAG,1,True,2022-06-10 11:12:32.832000,Practice 1
171,0 days 00:43:56.195000,20,0 days 00:01:48.337000,9,2,,,0 days 00:00:38.204000,0 days 00:00:43.407000,0 days 00:00:26.726000,0 days 00:42:46.062000,0 days 00:43:29.469000,0 days 00:43:56.195000,204.0,208.0,307.0,298.0,False,SOFT,3.0,True,0 days 00:42:07.858000,Haas F1 Team,MAG,1,True,2022-06-10 11:27:09.596000,Practice 1
173,0 days 00:48:05.396000,20,0 days 00:01:52.108000,11,2,,,0 days 00:00:38.259000,0 days 00:00:43.725000,0 days 00:00:30.124000,0 days 00:46:51.547000,0 days 00:47:35.272000,0 days 00:48:05.396000,209.0,212.0,287.0,280.0,False,SOFT,5.0,True,0 days 00:46:13.288000,Haas F1 Team,MAG,2,True,2022-06-10 11:31:15.026000,Practice 1
175,0 days 00:51:59.185000,20,0 days 00:01:48.064000,13,2,,,0 days 00:00:38.069000,0 days 00:00:43.485000,0 days 00:00:26.510000,0 days 00:50:49.190000,0 days 00:51:32.675000,0 days 00:51:59.185000,203.0,218.0,318.0,302.0,False,SOFT,7.0,True,0 days 00:50:11.121000,Haas F1 Team,MAG,1,True,2022-06-10 11:35:12.859000,Practice 1
177,0 days 00:55:51.173000,20,0 days 00:01:47.946000,15,2,,,0 days 00:00:38.171000,0 days 00:00:43.231000,0 days 00:00:26.544000,0 days 00:54:41.398000,0 days 00:55:24.629000,0 days 00:55:51.173000,208.0,206.0,321.0,302.0,True,SOFT,9.0,True,0 days 00:54:03.227000,Haas F1 Team,MAG,1,True,2022-06-10 11:39:04.965000,Practice 1
179,0 days 00:59:58.325000,20,0 days 00:01:48.265000,17,2,,,0 days 00:00:37.950000,0 days 00:00:43.703000,0 days 00:00:26.612000,0 days 00:58:48.010000,0 days 00:59:31.713000,0 days 00:59:58.325000,217.0,211.0,316.0,303.0,False,SOFT,11.0,True,0 days 00:58:10.060000,Haas F1 Team,MAG,1,True,2022-06-10 11:43:11.798000,Practice 1
195,0 days 00:37:05.256000,18,0 days 00:01:50.862000,9,2,,,0 days 00:00:39.400000,0 days 00:00:44.758000,0 days 00:00:26.704000,0 days 00:35:53.794000,0 days 00:36:38.552000,0 days 00:37:05.256000,191.0,190.0,311.0,305.0,False,SOFT,10.0,False,0 days 00:35:14.394000,Aston Martin,STR,1,True,2022-06-10 11:20:16.132000,Practice 1
199,0 days 00:53:04.150000,18,0 days 00:01:49.019000,13,3,,,0 days 00:00:38.368000,0 days 00:00:44.126000,0 days 00:00:26.525000,0 days 00:51:53.499000,0 days 00:52:37.625000,0 days 00:53:04.150000,200.0,210.0,321.0,305.0,False,MEDIUM,4.0,True,0 days 00:51:15.131000,Aston Martin,STR,1,True,2022-06-10 11:36:16.869000,Practice 1
202,0 days 00:59:21.036000,18,0 days 00:01:48.616000,16,3,,,0 days 00:00:38.140000,0 days 00:00:43.977000,0 days 00:00:26.499000,0 days 00:58:10.560000,0 days 00:58:54.537000,0 days 00:59:21.036000,202.0,205.0,322.0,305.0,False,MEDIUM,7.0,True,0 days 00:57:32.420000,Aston Martin,STR,1,True,2022-06-10 11:42:34.158000,Practice 1
204,0 days 01:03:32.043000,18,0 days 00:01:49.147000,18,3,,,0 days 00:00:38.285000,0 days 00:00:44.353000,0 days 00:00:26.509000,0 days 01:02:21.181000,0 days 01:03:05.534000,0 days 01:03:32.043000,189.0,199.0,322.0,304.0,False,MEDIUM,9.0,True,0 days 01:01:42.896000,Aston Martin,STR,1,True,2022-06-10 11:46:44.634000,Practice 1
206,0 days 01:07:30.973000,18,0 days 00:01:47.847000,20,3,,,0 days 00:00:37.800000,0 days 00:00:43.689000,0 days 00:00:26.358000,0 days 01:06:20.926000,0 days 01:07:04.615000,0 days 01:07:30.973000,203.0,198.0,322.0,307.0,True,MEDIUM,11.0,True,0 days 01:05:43.126000,Aston Martin,STR,1,True,2022-06-10 11:50:44.864000,Practice 1
212,0 days 00:20:11.945000,16,0 days 00:01:51.632000,2,1,,,0 days 00:00:39.899000,0 days 00:00:44.639000,0 days 00:00:27.094000,0 days 00:19:00.212000,0 days 00:19:44.851000,0 days 00:20:11.945000,203.0,212.0,296.0,299.0,False,HARD,2.0,True,0 days 00:18:20.313000,Ferrari,LEC,1,True,2022-06-10 11:03:22.051000,Practice 1
216,0 days 00:28:29.133000,16,0 days 00:01:47.636000,6,1,,,0 days 00:00:37.802000,0 days 00:00:43.164000,0 days 00:00:26.670000,0 days 00:27:19.299000,0 days 00:28:02.463000,0 days 00:28:29.133000,214.0,214.0,305.0,301.0,False,HARD,6.0,True,0 days 00:26:41.497000,Ferrari,LEC,1,True,2022-06-10 11:11:43.235000,Practice 1
217,0 days 00:30:16.132000,16,0 days 00:01:46.999000,7,1,,,0 days 00:00:37.577000,0 days 00:00:42.910000,0 days 00:00:26.512000,0 days 00:29:06.710000,0 days 00:29:49.620000,0 days 00:30:16.132000,224.0,217.0,307.0,300.0,False,HARD,7.0,True,0 days 00:28:29.133000,Ferrari,LEC,2,True,2022-06-10 11:13:30.871000,Practice 1
220,0 days 00:37:45.067000,16,0 days 00:01:48.770000,10,2,,,0 days 00:00:37.556000,0 days 00:00:44.425000,0 days 00:00:26.789000,0 days 00:36:33.853000,0 days 00:37:18.278000,0 days 00:37:45.067000,225.0,212.0,305.0,299.0,False,HARD,11.0,False,0 days 00:35:56.297000,Ferrari,LEC,1,True,2022-06-10 11:20:58.035000,Practice 1
223,0 days 00:57:21.336000,16,0 days 00:01:45.824000,13,3,,,0 days 00:00:37.290000,0 days 00:00:42.429000,0 days 00:00:26.105000,0 days 00:56:12.802000,0 days 00:56:55.231000,0 days 00:57:21.336000,228.0,216.0,319.0,307.0,False,SOFT,3.0,True,0 days 00:55:35.512000,Ferrari,LEC,1,True,2022-06-10 11:40:37.250000,Practice 1
225,0 days 01:01:36.762000,16,0 days 00:01:45.603000,15,3,,,0 days 00:00:37.287000,0 days 00:00:42.147000,0 days 00:00:26.169000,0 days 01:00:28.446000,0 days 01:01:10.593000,0 days 01:01:36.762000,225.0,208.0,320.0,304.0,True,SOFT,5.0,True,0 days 00:59:51.159000,Ferrari,LEC,1,True,2022-06-10 11:44:52.897000,Practice 1
228,0 days 01:14:07.543000,16,0 days 00:01:50.284000,18,4,,,0 days 00:00:39.033000,0 days 00:00:43.982000,0 days 00:00:27.269000,0 days 01:12:56.292000,0 days 01:13:40.274000,0 days 01:14:07.543000,207.0,211.0,286.0,295.0,False,HARD,14.0,False,0 days 01:12:17.259000,Ferrari,LEC,2,True,2022-06-10 11:57:18.997000,Practice 1
229,0 days 01:15:56.711000,16,0 days 00:01:49.168000,19,4,,,0 days 00:00:38.659000,0 days 00:00:43.666000,0 days 00:00:26.843000,0 days 01:14:46.202000,0 days 01:15:29.868000,0 days 01:15:56.711000,208.0,214.0,292.0,297.0,False,HARD,15.0,False,0 days 01:14:07.543000,Ferrari,LEC,1,True,2022-06-10 11:59:09.281000,Practice 1
